ship_city_state,transaction_count,sum_trans_amount,avg_trans_amount
"gardiner, mt",3,1782.01,594.00
"louisburg, nc",5,1563.89,312.78
"cedar glen, ca",1,105.60,105.60
"madras, or",2,1428.00,714.00
"meeker, co",1,2540.02,2540.02
"schneider, in",2,2373.26,1186.63
"springdale, ut",4,648.42,162.11
"mount angel, or",4,3502.00,875.50
"chillicothe, oh",5,6675.71,1335.14
"nottingham, nh",8,6211.00,776.38
"tuscumbia, al",1,322.92,322.92
"colma, ca",5,4296.26,859.25
"roscommon, mi",5,1868.78,373.76
"crownsville, md",13,16071.36,1236.26
"bellefonte, pa",8,8284.96,1035.62
"west bountiful, ut",4,4024.02,1006.01
"raytown, mo",5,2996.99,599.40
"blissfield, mi",2,1161.76,580.88
"piermont, ny",3,3182.97,1060.99
"seven hills, oh",14,15798.24,1128.45
"fowler, ca",22,29144.29,1324.74
"bound brook, nj",7,4069.88,581.41
"steuben, me",1,1326.14,1326.14
"norfolk, ne",5,3005.66,601.13
"winchester, ca",17,11246.32,661.55
"bell, ca",3,319.75,106.58
"leadville, co",11,10719.80,974.53
"clitherall, mn",1,1853.29,1853.29
"iron mountain, mi",3,2114.70,704.90
"albert lea, mn",7,9361.66,1337.38
"montgomery village, md",8,5659.65,707.46
"whiteland, in",5,6288.39,1257.68
"blue ridge, tx",2,679.81,339.91
"athens, tx",2,1589.11,794.56
"broadview heights, oh",17,20763.00,1221.35
"onida, sd",1,104.37,104.37
"monticello, il",11,16452.89,1495.72
"campbell hall, ny",3,4016.84,1338.95
"powdersville, sc",2,1675.62,837.81
"loon lake, wa",1,1660.27,1660.27
"ludlow, vt",5,5054.08,1010.82
"spring valley, oh",2,1026.94,513.47
"midvale, oh",5,10558.65,2111.73
"kenmore, ny",5,6366.22,1273.24
"belleville, mi",11,10959.86,996.35
"pendleton, or",10,14207.00,1420.70
"horse shoe, nc",2,763.27,381.64
"whiting, in",1,501.83,501.83
"lincoln, ri",10,8394.44,839.44
"sedro woolley, wa",8,6288.97,786.12
"deming, nm",1,1575.82,1575.82
"el prado, nm",3,1173.69,391.23
"ave maria, fl",5,6056.49,1211.30
"janesville, ia",2,1233.71,616.86
"gillette, nj",8,9111.10,1138.89
"crompond, ny",2,1424.05,712.03
"vashon, wa",34,34348.19,1010.24
"jamestown, ky",1,680.00,680.00
"cherry valley, il",1,907.38,907.38
"battle mountain, nv",1,2066.00,2066.00
"bogota, nj",6,6050.96,1008.49
"spencer, ma",4,5304.01,1326.00
"laingsburg, mi",3,3396.24,1132.08
"calabasas hills, ca",1,1606.37,1606.37
"orange city, ia",6,3706.48,617.75
"south beach, or",1,319.00,319.00
"clarksville, va",2,2666.19,1333.10
"manistee, mi",2,1453.26,726.63
"portales, nm",1,63.95,63.95
"bridgehampton, ny",8,5425.82,678.23
"fort bliss, tx",2,1028.04,514.02
"northfield, nj",3,3147.57,1049.19
"bangor, me",20,17565.78,878.29
"laytonville, ca",1,1563.11,1563.11
"euclid, oh",5,4775.76,955.15
"afton, wy",9,9144.25,1016.03
"robbinsville, nc",1,1503.35,1503.35
"shavano park, tx",6,4282.38,713.73
"laveen, az",12,13671.45,1139.29
"sigel, il",1,94.56,94.56
"gold river, ca",24,17842.78,743.45
"morristown, vt",5,3051.74,610.35
"smith river, ca",2,1390.64,695.32
"cooper city, fl",15,9371.25,624.75
"southampton, ma",3,3636.94,1212.31
"warner robins, ga",13,8920.77,686.21
"amsterdam, ny",9,9716.76,1079.64
"glendale heights, il",17,19425.57,1142.68
"reedsville, pa",2,262.88,131.44
"archer lodge, nc",3,1417.65,472.55
"berlin, pa",1,62.54,62.54
"alexander, nc",1,436.56,436.56
"cambria heights, ny",4,4447.54,1111.89
"webster, tx",10,11620.66,1162.07
"flintstone, md",1,106.00,106.00
"bristol, nh",6,4038.00,673.00
"mc dade, tx",4,1122.01,280.50
"epping, nh",5,6405.00,1281.00
"red bluff, ca",7,3494.88,499.27
"lakewood, nj",10,10510.62,1051.06
"arcade, ny",1,818.64,818.64
"sparta, wi",5,10567.94,2113.59
"royalston, ma",3,2765.69,921.90
"beltsville, md",9,9938.06,1104.23
"stacy, mn",1,1538.68,1538.68
"hillsboro, tx",1,23.79,23.79
"brooks, ga",6,3587.71,597.95
"banner elk, nc",5,2176.85,435.37
"etna, oh",2,564.13,282.07
"tuolumne, ca",2,2407.76,1203.88
"marquette, mi",18,18401.64,1022.31
"gainesville, tx",3,14037.88,4679.29
"homer, ak",6,5242.69,873.78
"lanesville, in",3,3739.65,1246.55
"wilson, wy",13,10487.64,806.74
"adrian, mi",8,8628.19,1078.52
"victor, wv",1,1476.58,1476.58
"cleves, oh",6,8197.11,1366.19
"mc gaheysville, va",1,870.83,870.83
"gervais, or",1,1471.00,1471.00
"east lyme, ct",9,9019.26,1002.14
"grand junction, mi",2,3918.82,1959.41
"dahlonega, ga",3,3564.00,1188.00
"orcutt, ca",6,4719.96,786.66
"coldspring, tx",2,1974.47,987.24
"twinsburg, oh",11,12933.81,1175.80
"santa ynez, ca",7,13060.03,1865.72
"kittitas, wa",3,1087.56,362.52
"huron, oh",5,4518.71,903.74
"collegedale, tn",9,4787.18,531.91
"rydal, pa",3,2999.80,999.93
"harrison, ar",4,3517.89,879.47
"avondale, pa",11,9566.46,869.68
"mondovi, wi",2,2038.26,1019.13
"youngstown, oh",13,11979.83,921.53
"red oak, ia",1,127.33,127.33
"dayville, ct",1,752.96,752.96
"fleetwood, pa",2,2484.64,1242.32
"olivette, mo",8,3524.00,440.50
"suamico, wi",6,7022.10,1170.35
"bingham farms, mi",1,82.68,82.68
"adell, wi",1,90.73,90.73
"corfu, ny",1,785.16,785.16
"mills river, nc",4,377.89,94.47
"portland, mi",6,2681.80,446.97
"hidden hills, ca",6,12173.12,2028.85
"bonny doon, ca",3,5271.52,1757.17
"kronenwetter, wi",6,4358.21,726.37
"leesburg, fl",7,10167.65,1452.52
"underhill, vt",9,8524.52,947.17
"lewiston, ca",1,320.68,320.68
"kenwood, ca",2,1208.07,604.04
"ravensdale, wa",8,8901.26,1112.66
"north chicago, il",3,1879.56,626.52
"saint michaels, md",3,2514.35,838.12
"fort pierce, fl",14,10578.15,755.58
"fort meade, md",10,7416.43,741.64
"uncasville, ct",5,4623.92,924.78
"frankfort, mi",3,1479.76,493.25
"big oak valley, ca",1,1407.18,1407.18
"marathon, fl",7,7011.85,1001.69
"ocean isle beach, nc",7,5340.97,763.00
"stallings, nc",4,2342.11,585.53
"bow, wa",2,1418.10,709.05
"anna, tx",19,18265.07,961.32
"oswego, ny",7,6292.48,898.93
"brookpark, oh",3,3203.64,1067.88
"peru, in",2,713.69,356.85
"lysite, wy",2,291.90,145.95
"bowdoinham, me",4,1015.98,254.00
"park slope, ny",3,5889.05,1963.02
"goshen, in",12,21333.09,1777.76
"groveport, oh",15,23785.47,1585.70
"clinton, oh",2,3589.08,1794.54
"burns, or",2,1745.00,872.50
"parachute, co",1,1002.64,1002.64
"red rock, az",2,2093.62,1046.81
"climax, mn",1,485.28,485.28
"kingstree, sc",3,2761.56,920.52
"estacada, or",3,3963.00,1321.00
"del city, ok",2,372.78,186.39
"hancock, nh",2,2310.00,1155.00
"nichols hills, ok",5,4842.18,968.44
"rochester, ma",5,11855.13,2371.03
"chino valley, az",1,158.46,158.46
"plentywood, mt",1,4847.00,4847.00
"fresno, tx",5,3665.34,733.07
"elburn, il",5,3715.57,743.11
"west springfield, ma",6,4179.88,696.65
"rosedale, md",5,4532.61,906.52
"lahaina, hi",7,10339.98,1477.14
"cave city, ky",3,1058.94,352.98
"lake jackson, tx",8,8113.35,1014.17
"wyoming, oh",1,2165.70,2165.70
"union bridge, md",2,1628.19,814.10
"mansfield, il",1,1004.06,1004.06
"greenfield center, ny",5,4602.07,920.41
"maysville, ky",1,2337.30,2337.30
"neshanic station, nj",6,6883.60,1147.27
"cashion, ok",2,1127.92,563.96
"middlebury, vt",11,9935.43,903.22
"liberty, ut",4,4217.08,1054.27
"sebastian, fl",10,7365.06,736.51
"castalian springs, tn",2,1905.32,952.66
"henderson, co",4,4017.16,1004.29
"zimmerman, mn",4,3913.83,978.46
"tryon, nc",4,2996.48,749.12
"bullard, tx",1,605.12,605.12
"white, ga",2,1888.55,944.28
"great lakes, il",2,2751.75,1375.88
"chaparral, nm",1,880.95,880.95
"poultney, vt",2,2805.82,1402.91
"maple glen, pa",4,4806.04,1201.51
"livonia, ny",1,774.36,774.36
"florence, co",1,634.45,634.45
"lansdowne, va",1,1729.92,1729.92
"galion, oh",4,3421.78,855.45
"saddle brook, nj",6,4545.42,757.57
"raeford, nc",6,4015.96,669.33
"jamestown, in",2,922.34,461.17
"tabernash, co",4,4582.71,1145.68
"hadley, ma",5,2592.80,518.56
"holiday, fl",5,1796.66,359.33
"gothenburg, ne",1,564.96,564.96
"dundee, il",2,2671.12,1335.56
"naches, wa",2,1218.19,609.10
"unityville, pa",1,718.68,718.68
"auburn, nh",8,7775.00,971.88
"castleton on hudson, ny",2,839.16,419.58
"fairlawn, oh",8,12550.60,1568.83
"youngsville, pa",1,926.44,926.44
"moultonborough, nh",12,16292.00,1357.67
"woodside, de",1,299.00,299.00
"wassaic, ny",1,810.94,810.94
"north beach, md",3,3434.40,1144.80
"mashpee, ma",13,12063.63,927.97
"monmouth, me",1,1276.55,1276.55
"clawson, mi",8,7027.59,878.45
"duncannon, pa",4,5019.10,1254.78
"mendota hts, mn",5,8061.15,1612.23
"granite falls, wa",6,6146.51,1024.42
"alamogordo, nm",8,9431.15,1178.89
"jefferson hls, pa",3,2671.79,890.60
"rolesville, nc",6,5382.85,897.14
"frenchtown, nj",2,541.65,270.83
"nescopeck, pa",3,1769.14,589.71
"hoschton, ga",15,26104.56,1740.30
"ponchatoula, la",9,6955.30,772.81
"bonham, tx",1,939.61,939.61
"airmont, ny",2,1622.37,811.19
"tamworth, nh",2,1323.00,661.50
"stone harbor, nj",4,3729.74,932.44
"smithfield, ut",4,3473.33,868.33
"berea, ky",5,1646.18,329.24
"spring grove, pa",5,3993.02,798.60
"fairlee, vt",5,5178.10,1035.62
"sumter, sc",8,10068.89,1258.61
"chesterfield, nj",9,12898.42,1433.16
"pembroke, ma",10,8838.63,883.86
"garden city south, ny",2,1191.62,595.81
"dexter, me",1,283.80,283.80
"marne, mi",3,4307.84,1435.95
"cedar springs, mi",3,1191.44,397.15
"adams, ma",2,1141.13,570.57
"taylor, ut",1,2157.87,2157.87
"dover, oh",1,1393.09,1393.09
"ocean shores, wa",2,1302.66,651.33
"belfair, wa",4,2478.36,619.59
"passaic, nj",9,7369.92,818.88
"gaviota, ca",2,1448.16,724.08
"oxbow, nd",1,689.85,689.85
"winnemucca, nv",3,2209.92,736.64
"warrensburg, ny",3,2205.47,735.16
"deer park, il",6,3599.06,599.84
"sands point, ny",4,3900.74,975.19
"rolling hills, ca",4,4306.64,1076.66
"rock river, wy",1,1171.30,1171.30
"hartford, wi",7,13023.26,1860.47
"horicon, wi",4,6497.47,1624.37
"augusta, me",21,19067.39,907.97
"temple, ga",1,3466.44,3466.44
"lebanon, mo",4,4589.00,1147.25
"delran, nj",3,2115.44,705.15
"east greenville, pa",1,1709.78,1709.78
"vandenbrg afb, ca",1,902.95,902.95
"shenandoah junction, wv",1,842.70,842.70
"tijeras, nm",15,11761.96,784.13
"twin lake, mi",1,750.48,750.48
"surfside, fl",4,3314.37,828.59
"volo, il",2,2275.88,1137.94
"linden, nj",7,5013.17,716.17
"madison, in",2,726.53,363.27
"rutland, vt",10,6769.92,676.99
"lee, ma",6,9532.75,1588.79
"centereach, ny",3,1417.56,472.52
"millis, ma",10,7518.45,751.85
"dublin, ga",5,12056.04,2411.21
"windcrest, tx",2,1375.86,687.93
"colebrook, ct",1,466.88,466.88
"washington, nj",6,2899.14,483.19
"marshall, il",2,1245.25,622.63
"smithfield, nc",4,3469.95,867.49
"harveys lake, pa",1,1575.16,1575.16
"cedar knolls, nj",3,1812.62,604.21
"rose hill, va",1,1575.29,1575.29
"avon park, fl",2,1941.95,970.98
"haysi, va",1,798.17,798.17
"franklin, ky",4,6747.64,1686.91
"baker, fl",2,986.00,493.00
"hebron, ky",4,4055.94,1013.99
"west dennis, ma",1,1015.75,1015.75
"oak bluffs, ma",10,9558.51,955.85
"east canton, oh",7,6005.56,857.94
"foley, mo",1,449.00,449.00
"palmer, ma",4,2720.01,680.00
"jensen beach, fl",6,5797.23,966.21
"scio, or",1,149.00,149.00
"pierre, sd",5,3929.87,785.97
"parkersburg, ia",2,1598.58,799.29
"dodgeville, wi",2,1961.70,980.85
"elk point, sd",3,1989.43,663.14
"bethany, ok",10,25009.26,2500.93
"belding, mi",4,3297.25,824.31
"tolland, ct",10,10099.29,1009.93
"remsenburg, ny",3,2501.63,833.88
"dover, pa",4,1908.00,477.00
"rockford, tn",1,107.56,107.56
"beckley, wv",1,2417.86,2417.86
"woodland park, co",9,9562.00,1062.44
"pennsburg, pa",1,26.50,26.50
"volente, tx",4,1502.99,375.75
"swainsboro, ga",2,2385.72,1192.86
"seward, ne",3,2936.09,978.70
"district heights, md",5,5331.80,1066.36
"north lauderdale, fl",6,4612.63,768.77
"freeport, pa",3,2686.04,895.35
"bon aqua, tn",1,1132.62,1132.62
"braselton, ga",5,6510.62,1302.12
"anderson, in",3,3597.34,1199.11
"monroeville, nj",3,2630.44,876.81
"manti, ut",1,982.67,982.67
"mulvane, ks",1,989.52,989.52
"muskogee, ok",5,5083.58,1016.72
"canton, tx",7,4816.04,688.01
"pope valley, ca",1,255.37,255.37
"yucca valley, ca",14,21621.68,1544.41
"bartonville, tx",3,2249.44,749.81
"maple city, mi",3,1119.36,373.12
"potterville, mi",7,4431.65,633.09
"pine grove, pa",1,1622.86,1622.86
"rossie, ia",3,4453.34,1484.45
"renville, mn",1,126.11,126.11
"east bronx, ny",1,1125.77,1125.77
"lakeport, ca",2,876.23,438.12
"new concord, ky",1,231.08,231.08
"farmingville, ny",4,1973.71,493.43
"decatur, ar",1,105.35,105.35
"suttons bay, mi",3,4405.36,1468.45
"otsego, mn",11,12722.31,1156.57
"quantico, va",5,9835.14,1967.03
"archbold, oh",6,4311.34,718.56
"morton, wa",5,3529.35,705.87
"littlefield, tx",1,926.62,926.62
"hershey, pa",7,6150.56,878.65
"south milwaukee, wi",5,3405.51,681.10
"deerbrook, wi",1,684.70,684.70
"bunnell, fl",1,2092.00,2092.00
"merrimac, ma",3,343.18,114.39
"lexington, mo",2,3157.00,1578.50
"wahiawa, hi",5,6646.59,1329.32
"hermitage, pa",6,5382.68,897.11
"parker, az",2,4405.14,2202.57
"west bronx, ny",1,640.18,640.18
"algona, wa",1,779.51,779.51
"mystic, ct",6,4222.09,703.68
"orwell, oh",1,1340.78,1340.78
"bethel, vt",3,886.16,295.39
"oxford, ma",4,2672.18,668.05
"castle hills, tx",1,798.91,798.91
"fulton, mo",3,3952.99,1317.66
"islip terrace, ny",2,3577.02,1788.51
"poplar grove, il",4,2422.51,605.63
"china, me",1,841.89,841.89
"uxbridge, ma",8,8090.01,1011.25
"fletcher, nc",13,17138.67,1318.36
"bay harbor islands, fl",4,8715.34,2178.84
"battlefield, mo",7,2093.99,299.14
"lancaster, mn",1,105.81,105.81
"churchton, md",1,1105.59,1105.59
"jerseyville, il",2,937.13,468.57
"new castle, nh",3,3399.99,1133.33
"nahant, ma",5,3766.56,753.31
"bristol, vt",5,2047.92,409.58
"florence, az",9,14699.88,1633.32
"keshena, wi",5,6689.30,1337.86
"seabrook, nh",3,1842.00,614.00
"kingsland, ga",4,2105.76,526.44
"lincoln university, pa",5,2403.02,480.60
"steep falls, me",2,1298.71,649.36
"marion, nc",4,5693.48,1423.37
"cannon falls, mn",4,3174.91,793.73
"wolverine lake, mi",7,4910.43,701.49
"grass lake, mi",2,1780.80,890.40
"hotevilla, az",1,188.00,188.00
"stafford twp, nj",3,2843.68,947.89
"alvin, tx",8,10289.13,1286.14
"lilesville, nc",1,1580.39,1580.39
"college place, wa",14,13560.82,968.63
"pebble beach, ca",6,13674.56,2279.09
"milton, wi",2,2674.43,1337.22
"sycamore, il",12,10920.81,910.07
"dalhart, tx",1,566.15,566.15
"vonore, tn",2,1022.57,511.29
"annville, pa",9,6583.64,731.52
"olean, ny",8,18362.16,2295.27
"rosemead, ca",23,19177.09,833.79
"springboro, oh",19,14680.67,772.67
"pleasant plain, oh",3,1195.34,398.45
"lincoln, il",3,2989.87,996.62
"platteville, co",2,1214.22,607.11
"harbor city, nj",1,823.14,823.14
"ashby, ma",4,4784.45,1196.11
"eatontown, nj",6,2780.79,463.47
"sealy, tx",2,1976.65,988.33
"south houston, tx",3,2237.53,745.84
"baker, ca",1,149.77,149.77
"north woodstock, nh",1,857.00,857.00
"mount pleasant, mi",7,5002.87,714.70
"wheelersburg, oh",1,288.50,288.50
"hawaiian gardens, ca",2,1792.67,896.34
"roebuck, sc",2,1628.54,814.27
"colby, wi",2,1822.72,911.36
"vassalboro, me",4,2060.43,515.11
"east granby, ct",5,3981.01,796.20
"republic, wa",2,1740.86,870.43
"landenberg, pa",9,4297.28,477.48
"dumas, tx",2,7880.60,3940.30
"richmond, mn",1,41.78,41.78
"mt pleasant, sc",2,683.43,341.72
"fort bragg, ca",5,5992.45,1198.49
"alexandria, in",2,2175.31,1087.66
"west bridgewater, ma",4,3749.56,937.39
"wooster, oh",14,11525.39,823.24
"nelson, nh",1,44.80,44.80
"o'fallon, il",2,1727.95,863.98
"cambridge, md",3,1910.12,636.71
"cramerton, nc",2,2820.52,1410.26
"hephzibah, ga",5,2435.40,487.08
"newark, oh",13,8046.55,618.97
"washingtn twp, oh",1,353.68,353.68
"poland, oh",3,2882.88,960.96
"mount desert, me",2,2204.96,1102.48
"homewood, il",6,3663.49,610.58
"caro, mi",2,3177.88,1588.94
"dundee, mi",2,2106.22,1053.11
"ilwaco, wa",1,2462.00,2462.00
"east berlin, ct",1,1254.93,1254.93
"ortonville, mi",8,8471.52,1058.94
"medical lake, wa",3,1422.02,474.01
"davison, mi",19,10348.78,544.67
"fowlerville, mi",4,2833.38,708.35
"edinburg, pa",1,867.08,867.08
"cedar city,, ut",1,1163.00,1163.00
"honesdale, pa",5,3366.56,673.31
"philipstown, ny",1,2130.65,2130.65
"greenville, tx",10,11956.83,1195.68
"spencerport, ny",11,12806.64,1164.24
"westmont, il",10,9788.06,978.81
"ronkonkoma, ny",14,12555.96,896.85
"fruitland park, fl",1,40.00,40.00
"hickory hills, il",4,4832.26,1208.07
"conklin, ny",2,1782.00,891.00
"jefferson, ga",8,7480.15,935.02
"east bethel, mn",2,1771.85,885.93
"parker, tx",9,7974.52,886.06
"cherry valley, ma",1,844.69,844.69
"auburn, mi",1,869.00,869.00
"logan, ia",2,1325.73,662.87
"honeoye falls, ny",12,7547.09,628.92
"wamego, ks",3,2449.23,816.41
"weidman, mi",1,285.14,285.14
"cleveland, tn",14,23719.17,1694.23
"northlake, il",2,580.38,290.19
"wando, sc",2,2342.52,1171.26
"horace, nd",1,638.40,638.40
"helmetta, nj",1,807.15,807.15
"new baden, il",2,626.06,313.03
"cedar, mn",1,791.65,791.65
"hazelwood, mo",4,3422.00,855.50
"saluda, nc",2,2849.14,1424.57
"rowland heights, ca",16,9693.69,605.86
"winter harbor, me",3,3148.06,1049.35
"hanover township, pa",4,2590.60,647.65
"rock springs, wy",1,1695.75,1695.75
"san diego, california",1,107.75,107.75
"taylorsville, nc",3,2845.13,948.38
"longbranch, wa",1,645.24,645.24
"somerset, wi",2,2782.04,1391.02
"sandston, va",1,718.68,718.68
"grand saline, tx",1,1921.44,1921.44
"cut off, la",1,964.07,964.07
"roaring brook twp, pa",3,2251.44,750.48
"new franken, wi",2,2928.68,1464.34
"presto, pa",2,1732.33,866.17
"elizabethtown, ky",12,11020.18,918.35
"college point, ny",5,2731.68,546.34
"spring city, pa",4,2995.56,748.89
"keymar, md",3,2779.32,926.44
"remsen, ny",1,1575.79,1575.79
"fruita, co",13,9004.34,692.64
"hahira, ga",3,3013.04,1004.35
"malvern, ar",6,4542.52,757.09
"jersey shore, pa",2,2142.26,1071.13
"natalia, tx",1,871.41,871.41
"ocean view, de",3,3670.00,1223.33
"crestone, co",2,1729.61,864.81
"grays knob, ky",1,20.35,20.35
"mc leansville, nc",2,946.88,473.44
"highland heights, ky",4,3516.02,879.01
"brooksville, fl",10,15335.32,1533.53
"minot, me",1,1299.76,1299.76
"sayreville, nj",5,3568.73,713.75
"sandwich, nh",1,948.00,948.00
"la grande, or",12,15981.60,1331.80
"meadow, tx",1,161.29,161.29
"summersville, mo",1,607.00,607.00
"jeffersontown, ky",1,1146.92,1146.92
"dresden, oh",2,1989.49,994.75
"hillsville, va",1,27.00,27.00
"batesville, ar",10,15743.36,1574.34
"anaconda, mt",2,1931.00,965.50
"w menlo park, ca",2,1815.73,907.87
"kelleys island, oh",1,117.43,117.43
"lascassas, tn",1,1116.16,1116.16
"wells, nv",1,416.62,416.62
"furlong, pa",5,4408.54,881.71
"miami lakes, fl",20,18196.86,909.84
"atlantic beach, ny",3,4724.10,1574.70
"franklin, ny",3,1995.84,665.28
"lake mills, wi",9,11311.73,1256.86
"laytonsville, md",2,4618.86,2309.43
"minden, nv",11,8023.24,729.39
"beachwood, nj",2,1919.24,959.62
"white marsh, md",4,9546.45,2386.61
"mount vernon, ia",5,3776.44,755.29
"greencastle, in",6,5869.04,978.17
"parkville, mo",11,12711.00,1155.55
"arrington, tn",8,7837.25,979.66
"saint james, ny",5,6861.85,1372.37
"west bath, me",2,2405.41,1202.71
"mt lebanon, pa",2,668.75,334.38
"scott, la",3,3766.47,1255.49
"newton highlands, ma",5,2816.70,563.34
"arpin, wi",1,1115.14,1115.14
"onamia, mn",1,127.78,127.78
"randolph, ma",7,4074.31,582.04
"seymour, ct",4,1699.47,424.87
"norfolk, ct",1,105.29,105.29
"cooperstown, ny",1,1022.76,1022.76
"san deigo, ca",1,1073.19,1073.19
"paxton, ma",7,3855.82,550.83
"vandalia, oh",8,12634.69,1579.34
"south berwick, me",4,2975.11,743.78
"union grove, wi",2,2190.30,1095.15
"summerfield, fl",5,1474.00,294.80
"madison, oh",5,1130.42,226.08
"refugio, tx",3,426.51,142.17
"chandler, ok",1,566.54,566.54
"skaneateles, ny",7,7714.08,1102.01
"viroqua, wi",8,5916.88,739.61
"spencer, in",1,755.42,755.42
"purdys, ny",1,85.62,85.62
"readville, ma",1,920.13,920.13
"linville, nc",1,1299.15,1299.15
"charlotte, vt",15,16623.98,1108.27
"grizzly flats, ca",1,1807.16,1807.16
"keithville, la",1,956.76,956.76
"grosse pointe farms, mi",10,9665.08,966.51
"west shokan, ny",1,2021.76,2021.76
"marrero, la",10,8734.47,873.45
"cheswick, pa",3,2683.56,894.52
"smithville, tn",2,1991.97,995.99
"mannsville, ny",1,505.44,505.44
"shaftsbury, vt",1,962.48,962.48
"moravian falls, nc",2,2820.52,1410.26
"shell beach, ca",2,1987.99,994.00
"blue hill, ne",1,903.08,903.08
"fort plain, ny",1,1355.29,1355.29
"rocky mount, nc",3,2962.32,987.44
"dillon, co",4,1851.31,462.83
"millbrook, ny",5,4107.72,821.54
"merrill, or",1,1076.00,1076.00
"boalsburg, pa",3,1931.32,643.77
"dakota dunes, sd",3,2628.19,876.06
